posted_at,tweet_id,in_reply_to_tweet_id,in_reply_to_user_id,user_id,user_name,user_screen_name,user_verified,tweet_text,retweets_no,likes,application_used,user_location,coordinates,user_timezone,follower_count,following_count,user_likes_no,lang,user_created
2017-09-26 12:21:38,912653386721386496,,,831178813,TRUMP 2020 4 SURE,azqueen57Sandy,0,RT @StacyLStiles: When &amp; where has our @POTUS EVER promoted racism &amp; violence? The only racism &amp; violence I see is coming from the Left\. #A…,267,0,http://twitter.com,USA,,Arizona,2251,1941,5154,en,2012-09-18 14:29:55
2017-09-26 12:21:38,912653386658537472,912651839698501633,826864265269243908,858807594,Dr. Zaib Khan,drzaibkhan111,0,@JessStewart07 @BrianD048 @Misskate3839 @bakerlarry84 @FoxNews @WattersWorld @TomiLahren @POTUS Why would I do that… https://t\.co/2peqxXTw8U,0,0,http://twitter.com/download/iphone,"Lahore, Pakistan",,Pacific Time (US & Canada),15749,1749,3376,en,2012-10-02 22:30:38
2017-09-26 12:21:37,912653383844196352,,,791365055862353921,Kelly Is So Cool,kellbear48,0,RT @TheKingCenter: Humanitarian crisis in #PuertoRico\. Search the tag\. Learn more about it\. Our neighbors are in dire need\. @POTUS https://…,8,0,http://twitter.com/download/iphone,,,,80,179,16423,en,2016-10-26 19:45:06
2017-09-26 12:21:37,912653382271283201,,822215679726100480,1449268214,DNB,_s_m_r_t_,0,"@POTUS You TV personality\, stop talking about ""ratings"" and do your job\. Irresponsible\. Fraudulent\. Treasonous\. Selfish\. Egotistic\.",0,0,http://twitter.com/download/android,Toronto,,,7,8,59,en,2013-05-22 15:42:28
2017-09-26 12:21:37,912653382258655232,,,4187517856,Terry Malone,TerryMa86781504,0,RT @tweet2u2: Evry judge voting agnst @realDonaldTrump #TravelBan has BLOOD on their hands @ #Antioch shooting @POTUS = #AmericaFirst DO NO…,115,0,http://twitter.com/download/android,"Yonkers, NY",,,454,482,8900,en,2015-11-14 16:12:02
2017-09-26 12:21:36,912653381054996481,,822215679726100480,378054350,(((Kathleen Lee))),truestormlover,0,@POTUS You need to get a Army Corps of Engineers into Puerto Rico 2start grid rebuilding\. Send a hospital ship\. #Hurry #AmericanCitizens,0,0,http://twitter.com/download/iphone,PROUD TO BE AN AMERICAN,,,4807,5242,45846,en,2011-09-22 15:24:22
2017-09-26 12:21:36,912653379960135680,,,4064331736,FREEDOM,JackieMcReath1,0,RT @phil4gop: Bannon~'If they want to take a knee they should take a knee every night and thank God in heaven DJT is @POTUS'‼️🇺🇸\\n https://t…,255,0,http://twitter.com/download/android,earth,,,5442,3897,8670,en,2015-10-29 00:38:55
2017-09-26 12:21:36,912653378894823425,912639752536457217,1449423386,868001335,Bluestate Granny,BluestateGranny,0,@mikebwonder @POTUS Are you kidding? Try #CentralPark5 \.Maybe if Trumpers ever read a fact instead of just parrotin… https://t\.co/Y0eynG7wJA,0,0,http://twitter.com/download/iphone,,,,414,169,19325,en,2012-10-08 13:31:24
2017-09-26 12:21:34,912653370124509184,,,899371131114708992,Rick Parkin,RickLavochkin,0,RT @ExDemLatina: \.@POTUS comments on NFL comments today\.   Real clear what this is about\\nmedia tried to bait him with race\. \\nThis is about…,157,0,http://twitter.com,USA,,,36,33,4085,en,2017-08-20 20:42:41
2017-09-26 12:21:33,912653367721156609,,,519921819,Laura Heberton,LauraHeberton,0,Today would be a good day for @Twitter and @Facebook to delete the @realDonaldTrump and @POTUS accounts\.,0,0,http://twitter.com,,,,943,1209,19994,en,2012-03-09 23:38:46
2017-09-26 12:21:33,912653365607149569,,,2836481040,John Ringling,welshdragon2015,0,RT @AmericanHotLips: Folks this #TakeAKnee bullsh\*t is all about saying F you to @POTUS therefore saying F you to all of us who love Americ…,937,0,http://twitter.com,"Apache Junction, AZ",,Arizona,249,273,2223,en,2014-10-01 10:04:17
2017-09-26 12:21:33,912653365598756864,,,533470384,April Jackson,AprilJkcorp,0,"RT @YoungDems4Trump: If NFL players want to take a knee\, they should take a knee at night &amp; thank God in heaven Donald J Trump is @POTUS\.\\nh…",556,0,http://twitter.com/download/iphone,,,,76,224,7673,en,2012-03-22 20:28:45
2017-09-26 12:21:33,912653365095600133,,25073877,2733759094,Jamie Bryant,jambie61,0,@realDonaldTrump   @POTUS\.  \\n#PuertoRico \\nHelp Puerto Rico now\. You gave them debt\. @GOP\. @VP\. @SenSchumer… https://t\.co/sriCqeVv5I,0,0,http://twitter.com/download/iphone,,,,2522,4599,31307,en,2014-08-04 23:39:26
2017-09-26 12:21:32,912653363505922050,,,945163508,Phoebe Robinson,PhoebeDRobinson,0,North Korea should be on the Banned Country list and should be labeled as Terror State\. God comfort the Warmbier's… https://t\.co/WvJ0RSdFgu,0,0,http://twitter.com,"Columbiana, AL",,,2713,3308,57968,en,2012-11-13 04:33:08
2017-09-26 12:21:32,912653362356785152,,,842803105993555969,Liberals in Missouri,RhettJessy34,0,"RT @altNOAA: FEMA has so far disbursed \$2\.1M for #PuertoRico relief\. If that sounds like a lot\, consider @POTUS trips to Florida cost \$3M e…",3681,0,http://twitter.com/download/android,"Missouri, USA",,,2337,4851,12996,en,2017-03-17 18:21:33
2017-09-26 12:21:32,912653360280608768,,,4877672656,francisco,westmalle65,0,"RT @MatthewModine: Remember @POTUS screaming ""Lock Her Up!"" #hypocrite https://t\.co/xXQLE9vrlH",12,0,http://twitter.com,,,,75,452,4458,en,2016-02-05 10:53:33
2017-09-26 12:21:31,912653360037339138,,,45890553,M Tesoro,maureentesoro,0,"RT @SRuhle: While @potus critiques Puerto Rico's inability to repay their debts\, I wonder where his own biz would be if denied bankruptcy p…",318,0,http://twitter.com/download/iphone,Location: Earth,,Eastern Time (US & Canada),1057,1333,46894,en,2009-06-09 17:34:50
2017-09-26 12:21:31,912653357222854656,,,4870989485,theresa corral,tcorral1256,0,"RT @SRuhle: While @potus critiques Puerto Rico's inability to repay their debts\, I wonder where his own biz would be if denied bankruptcy p…",318,0,http://twitter.com/download/iphone,"Commack, NY",,,604,1827,19531,en,2016-02-02 02:34:15
2017-09-26 12:21:31,912653357046800384,,,791819677626425345,Emilia Crystal,Emilia0rtiz,0,RT @PatriotMarie: \.@POTUS \.@realDonaldTrump @Scavino45 https://t\.co/yhQuW9LUQi,4,0,http://twitter.com,Canada/Ecuador,,,409,908,5377,und,2016-10-28 01:51:37
2017-09-26 12:21:31,912653356606328832,,,2357131886,hey Bean!,BlueVoodeux,0,RT @ColoradoGirl2A: Thank you for putting #AmericaFirst @POTUS  Keep fighting to #MAGA \\nWe stand with you\.\\n\\n#TuesdayThoughts #TuesdayMotiva…,149,0,http://twitter.com,here,,Eastern Time (US & Canada),274,379,17989,en,2014-02-23 00:02:18
2017-09-26 12:21:30,912653355708829698,,,1276287252,mildred shackleford,mildredshackle1,0,"RT @DemWrite: Hi @POTUS! I’m Puerto Rico\. Guess what? I’m part of America! Let’s get acquainted\, b/c right now I REALLY need your leadershp…",2045,0,https://mobile.twitter.com,,,,210,293,6436,en,2013-03-17 23:45:58
